Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
2010-07-27T00:00:00,20100727,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,3,Tuesday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WorkDay,0,None,Back to School,Back to School,None
2010-07-28T00:00:00,20100728,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,4,Wednesday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WorkDay,0,None,Back to School,Back to School,None
2010-07-29T00:00:00,20100729,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,5,Thursday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WorkDay,0,None,Back to School,Back to School,None
2010-07-30T00:00:00,20100730,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,6,Friday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-01T00:00:00,20110701,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-04T00:00:00,20110704,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-05T00:00:00,20110705,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-06T00:00:00,20110706,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-07T00:00:00,20110707,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-08T00:00:00,20110708,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-11T00:00:00,20110711,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-12T00:00:00,20110712,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-13T00:00:00,20110713,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-14T00:00:00,20110714,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-15T00:00:00,20110715,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-18T00:00:00,20110718,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-19T00:00:00,20110719,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-20T00:00:00,20110720,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-21T00:00:00,20110721,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-22T00:00:00,20110722,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-25T00:00:00,20110725,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,2,Monday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-26T00:00:00,20110726,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,3,Tuesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-27T00:00:00,20110727,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,4,Wednesday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-28T00:00:00,20110728,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,5,Thursday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2011-07-29T00:00:00,20110729,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,6,Friday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WorkDay,0,None,Back to School,Back to School,None
2005-07-02T00:00:00,20050702,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-03T00:00:00,20050703,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-09T00:00:00,20050709,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-10T00:00:00,20050710,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-16T00:00:00,20050716,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-17T00:00:00,20050717,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-23T00:00:00,20050723,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-24T00:00:00,20050724,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-30T00:00:00,20050730,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-07-31T00:00:00,20050731,2005,CY 2005,20053,Q3-2005,200507,July 2005,7,July,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-01T00:00:00,20060701,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-02T00:00:00,20060702,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-08T00:00:00,20060708,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-09T00:00:00,20060709,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-15T00:00:00,20060715,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-16T00:00:00,20060716,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-22T00:00:00,20060722,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-23T00:00:00,20060723,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-29T00:00:00,20060729,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2006-07-30T00:00:00,20060730,2006,CY 2006,20063,Q3-2006,200607,July 2006,7,July,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-01T00:00:00,20070701,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-07T00:00:00,20070707,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-08T00:00:00,20070708,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-14T00:00:00,20070714,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-15T00:00:00,20070715,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-21T00:00:00,20070721,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-22T00:00:00,20070722,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-28T00:00:00,20070728,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2007-07-29T00:00:00,20070729,2007,CY 2007,20073,Q3-2007,200707,July 2007,7,July,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-05T00:00:00,20080705,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-06T00:00:00,20080706,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-12T00:00:00,20080712,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-13T00:00:00,20080713,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-19T00:00:00,20080719,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-20T00:00:00,20080720,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-26T00:00:00,20080726,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2008-07-27T00:00:00,20080727,2008,CY 2008,20083,Q3-2008,200807,July 2008,7,July,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-04T00:00:00,20090704,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,7,Saturday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-05T00:00:00,20090705,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,1,Sunday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-11T00:00:00,20090711,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,7,Saturday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-12T00:00:00,20090712,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,1,Sunday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-18T00:00:00,20090718,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,7,Saturday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-19T00:00:00,20090719,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,1,Sunday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-25T00:00:00,20090725,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,7,Saturday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2009-07-26T00:00:00,20090726,2009,CY 2009,20093,Q3-2009,200907,July 2009,7,July,1,Sunday,2010,FY 2010,1,Q1,20101,Q1-2010,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-03T00:00:00,20100703,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,7,Saturday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-04T00:00:00,20100704,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,1,Sunday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-10T00:00:00,20100710,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,7,Saturday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-11T00:00:00,20100711,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,1,Sunday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-17T00:00:00,20100717,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,7,Saturday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-18T00:00:00,20100718,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,1,Sunday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-24T00:00:00,20100724,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,7,Saturday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-25T00:00:00,20100725,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,1,Sunday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2010-07-31T00:00:00,20100731,2010,CY 2010,20103,Q3-2010,201007,July 2010,7,July,7,Saturday,2011,FY 2011,1,Q1,20111,Q1-2011,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-02T00:00:00,20110702,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,7,Saturday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-03T00:00:00,20110703,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,1,Sunday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-09T00:00:00,20110709,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,7,Saturday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-10T00:00:00,20110710,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,1,Sunday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-16T00:00:00,20110716,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,7,Saturday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-17T00:00:00,20110717,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,1,Sunday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-23T00:00:00,20110723,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,7,Saturday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-24T00:00:00,20110724,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,1,Sunday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-30T00:00:00,20110730,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,7,Saturday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2011-07-31T00:00:00,20110731,2011,CY 2011,20113,Q3-2011,201107,July 2011,7,July,1,Sunday,2012,FY 2012,1,Q1,20121,Q1-2012,1,July,WeekEnd,0,None,Back to School,Back to School,None
2005-08-06T00:00:00,20050806,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-07T00:00:00,20050807,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-13T00:00:00,20050813,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-14T00:00:00,20050814,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-20T00:00:00,20050820,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-21T00:00:00,20050821,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-27T00:00:00,20050827,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,7,Saturday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2005-08-28T00:00:00,20050828,2005,CY 2005,20053,Q3-2005,200508,August 2005,8,August,1,Sunday,2006,FY 2006,1,Q1,20061,Q1-2006,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-05T00:00:00,20060805,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-06T00:00:00,20060806,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-12T00:00:00,20060812,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-13T00:00:00,20060813,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-19T00:00:00,20060819,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-20T00:00:00,20060820,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-26T00:00:00,20060826,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,7,Saturday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2006-08-27T00:00:00,20060827,2006,CY 2006,20063,Q3-2006,200608,August 2006,8,August,1,Sunday,2007,FY 2007,1,Q1,20071,Q1-2007,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-04T00:00:00,20070804,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-05T00:00:00,20070805,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-11T00:00:00,20070811,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-12T00:00:00,20070812,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-18T00:00:00,20070818,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-19T00:00:00,20070819,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-25T00:00:00,20070825,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,7,Saturday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2007-08-26T00:00:00,20070826,2007,CY 2007,20073,Q3-2007,200708,August 2007,8,August,1,Sunday,2008,FY 2008,1,Q1,20081,Q1-2008,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-02T00:00:00,20080802,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-03T00:00:00,20080803,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-09T00:00:00,20080809,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-10T00:00:00,20080810,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-16T00:00:00,20080816,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-17T00:00:00,20080817,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,1,Sunday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
2008-08-23T00:00:00,20080823,2008,CY 2008,20083,Q3-2008,200808,August 2008,8,August,7,Saturday,2009,FY 2009,1,Q1,20091,Q1-2009,2,August,WeekEnd,0,None,Back to School,Back to School,None
